model_key,model_name,alpha,p_event,seed,endpoint_type,sample_size,unique_endpoints,shannon_entropy,effective_shannon_diversity,inverse_simpson_diversity,sample_size_standardized,original_survivor_depth,rarefied_survivor_depth,rarefaction_replicates,unique_endpoints_mean,unique_endpoints_ci_low,unique_endpoints_ci_high,shannon_entropy_mean,shannon_entropy_ci_low,shannon_entropy_ci_high,effective_shannon_diversity_mean,effective_shannon_diversity_ci_low,effective_shannon_diversity_ci_high,inverse_simpson_diversity_mean,inverse_simpson_diversity_ci_low,inverse_simpson_diversity_ci_high,full_sample_rank,rarefied_rank
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.1,655664069,orf_copy_number,5307,2039,4.090786202275959,59.78687781084034,3.3177295169650494,False,5307,1144,100,492.51,467.95,519.525,3.4628431462941065,3.2986410777934383,3.63568755221177,32.03575543064418,27.075821897693338,37.927929106748074,3.2947759113201083,3.0466328963051232,3.5878807228476894,54.0,56.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.12,2377434645,structural,4817,3960,7.355333206824648,1564.518216699285,36.20177112375556,False,4817,1144,100,950.22,929.0,968.525,6.158101854835551,6.05027869088556,6.25411479460397,473.28300811668515,424.23155366720573,520.151005486335,35.03448580516066,28.787407588442868,42.116308049480985,43.0,45.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.12,2377434645,orf_copy_number,4817,2125,4.55354094021717,94.96808997898772,4.128591445670478,False,4817,1144,100,559.84,530.425,588.525,3.899851128754697,3.720845512376881,4.1040565957958695,49.692105857561586,41.29950843957299,60.5883945392985,4.138468543889177,3.7405880529770954,4.649951478033792,48.0,48.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.15,3687257994,structural,3981,3561,7.684190667109913,2173.7100065012,98.28989524996749,False,3981,1144,100,1028.94,1010.475,1049.575,6.566765636872616,6.47131674643648,6.667423716372143,711.83932702502,646.3342251847145,786.3787412286638,94.60792511585929,69.97091531223272,132.50287377503088,25.0,37.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.15,3687257994,orf_copy_number,3981,2138,5.198976559220161,181.08681537327027,6.046950171411562,False,3981,1144,100,658.27,633.475,685.525,4.5220042225375865,4.367790747955501,4.694150377708729,92.37116216718117,78.86932712501472,109.30595145810788,6.068209661576763,5.4351950667322155,6.842436661501993,37.0,38.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.18,1937718534,structural,3285,3096,7.808356275889355,2461.081769309719,303.76425052779734,False,3285,1144,100,1081.73,1068.0,1093.575,6.81600140142456,6.756790739839956,6.869149085291292,912.7496362280943,859.8805125432613,962.1440692808351,269.10328995756305,193.25920557974132,364.43604691483915,18.0,29.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.18,1937718534,orf_copy_number,3285,2015,5.684409356509109,294.2440004121616,8.996518517468681,False,3285,1144,100,739.17,714.0,769.5749999999999,5.032135623256012,4.870004753701409,5.19762759766918,153.79551229516525,130.32322643637224,180.85001886113352,9.00725460733726,7.86065729855758,10.404003005803096,30.0,29.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.2,4261704054,structural,2941,2822,7.800090661340908,2440.8232559029548,546.2255131038837,False,2941,1144,100,1099.78,1090.475,1110.0,6.894377681687728,6.856499834248334,6.933512411317252,986.9145969430232,950.0361318040259,1026.0917137106676,432.9541849723363,335.31112481199204,560.7266495287059,19.0,21.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.2,4261704054,orf_copy_number,2941,1962,5.997664791846105,402.4878024172882,12.303093880372607,False,2941,1144,100,794.47,769.0,817.525,5.362601579113004,5.196794533716119,5.497726432242043,213.89469023616684,180.71658289764693,244.13784954808813,12.278028532957988,10.426433975083134,14.20844933312439,22.0,23.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.25,2443038446,structural,2162,2136,7.637629148346186,2074.818892942896,1632.0684357541902,False,2162,1144,100,1130.45,1125.0,1135.525,7.007971938071165,6.989913230094393,7.023650537919083,1105.4589293144556,1085.6272723230056,1122.8793850140132,973.298778852925,858.7506561679787,1068.806067132986,28.0,13.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.25,2443038446,orf_copy_number,2162,1655,6.399455941159109,601.5176878153025,24.127870003303585,False,2162,1144,100,890.96,874.0,908.0,5.903639981859424,5.8081381676412995,5.9996729896679755,366.7737789031725,333.00979433039714,403.2985590207759,23.682971787442657,20.616471330000266,27.23486475239282,16.0,14.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.3,1581526928,structural,1562,1556,7.345952259223903,1549.9101790340655,1530.642409033877,False,1562,1144,100,1140.12,1138.0,1142.0,7.035959632906559,7.031677036295958,7.039862580399323,1136.788716845726,1131.927302501595,1141.2307683764188,1127.6395483697104,1112.8707482993195,1140.0139372822296,44.0,3.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.0,0.3,1581526928,orf_copy_number,1562,1314,6.531325031885329,686.3069879220941,44.57313018378456,False,1562,1144,100,964.69,952.475,975.525,6.265063884795297,6.204032288307931,6.3191080702278795,526.1389483342023,494.74239663461566,555.0818177413901,43.847561464886695,38.567871973268915,49.48738927776421,11.0,8.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.03,3807846787,structural,8388,2808,3.4969470750731784,33.01450713682952,2.43686157044501,False,8388,1144,100,409.39,384.95,438.04999999999995,2.823122870722999,2.6570918402766743,3.006602255812853,16.912301881412848,14.254780474202697,20.21873952069489,2.450681639056161,2.2882678313554194,2.642182738986562,83.0,83.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.03,3807846787,orf_copy_number,8388,1155,1.5901943874444089,4.904702248202527,1.4305131931992368,False,8388,1144,100,182.01,159.0,200.52499999999998,1.2895741913017782,1.1234769772597524,1.4270573727763403,3.6414613082098346,3.0757492457122018,4.166421001372909,1.4274239153036934,1.3566568785883155,1.4887607176307542,83.0,83.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.05,2604182243,structural,7374,3531,4.892888538629078,133.33817077964534,4.269772398688474,False,7374,1144,100,585.44,553.275,616.0,3.987098434345082,3.7909552610845365,4.182785016573072,54.23052898641079,44.314558481655155,65.54815658468054,4.301504218623339,3.8486785597537163,4.810079314324356,77.0,77.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.05,2604182243,orf_copy_number,7374,1500,2.389492521612317,10.90795698579367,1.7902098187582909,False,7374,1144,100,276.55,252.475,299.19999999999993,1.9706446106360875,1.800384783304867,2.1087109482222774,7.19917678056619,6.052050734413122,8.239409758831679,1.7835696770875,1.681548764613568,1.8700616797799787,77.0,77.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.07,2312135107,structural,6526,3990,5.979049104392994,395.0645243688347,7.892126344658898,False,6526,1144,100,731.72,699.9,762.0,4.900804537229808,4.710373073717878,5.077767677276865,135.01990510439256,111.09709326794692,160.41602690648335,7.933111989975597,6.841948886709871,9.13512136766601,69.0,69.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.07,2312135107,orf_copy_number,6526,1750,3.0723407374307685,21.59238567359607,2.2327980602835416,False,6526,1144,100,361.54,334.475,388.525,2.5699924586052805,2.3666099684059767,2.754435640332036,13.139522442564287,10.661244606420562,15.71217118786365,2.2281304398314834,2.0537199193192834,2.4042862307846415,70.0,70.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.09,1859482873,structural,5888,4173,6.660789625459162,781.1675234230137,13.705733799513895,False,5888,1144,100,830.8,802.0,857.0,5.487017099665278,5.327535752496086,5.642309346428684,242.27846865390896,205.93046456291745,282.1201491449695,13.660395688633562,11.540910489326324,16.231364114608702,62.0,62.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.09,1859482873,orf_copy_number,5888,2013,3.815021165341436,45.3777168076532,2.944102503568822,False,5888,1144,100,451.98,424.325,478.04999999999995,3.2074142138156168,3.054750885844241,3.378844938646388,24.82447011479727,21.216107678465768,29.339745749535552,2.925148964142646,2.7260666045630195,3.1720110290396013,59.0,59.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.1,920122771,structural,5595,4254,7.072756103893166,1179.394091606183,21.6681687075734,False,5595,1144,100,893.83,874.95,919.0999999999999,5.857986898342042,5.7554601083629,5.994587868361441,350.6843102004399,315.913494883763,401.2790959686801,21.661646705054146,18.745984746231095,26.323585474776237,52.0,53.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.1,920122771,orf_copy_number,5595,2118,4.144971784596149,63.11584103767697,3.383655220249252,False,5595,1144,100,498.61,468.275,523.525,3.5186333891877757,3.321704621582913,3.6778858686282443,33.87699625988668,27.707816031642945,39.562719898678054,3.3930318374490542,3.0791622130700285,3.6779505664394203,51.0,52.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.12,1352135446,structural,4949,4054,7.408605854897098,1650.124229880529,38.77565071740792,False,4949,1144,100,958.29,937.85,975.525,6.21222983998402,6.101754708595239,6.308561578034537,499.53359709843755,446.6762374719278,549.2572507967436,39.09009982532753,31.622219212408552,47.22490924177174,41.0,44.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.12,1352135446,orf_copy_number,4949,2180,4.696484447530259,109.56132602753694,4.469817337290103,False,4949,1144,100,572.79,545.9,600.05,4.034182034207255,3.8360668265612845,4.200397214605703,56.750408014691665,46.343623651560414,66.71362062791412,4.4970036593078495,4.019398476139109,4.959652540245094,45.0,43.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.15,2004561742,structural,4111,3715,7.787887600513969,2411.218741466593,123.98172588087702,False,4111,1144,100,1040.91,1023.475,1055.525,6.629134828990074,6.545798746375613,6.693690475280579,757.4848542201408,696.3162500482077,807.2962024026085,117.35066575166638,87.44723452860272,147.28166401695805,21.0,36.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.15,2004561742,orf_copy_number,4111,2208,5.351492104017188,210.92278191708533,6.692663673109586,False,4111,1144,100,671.79,644.475,700.0999999999999,4.650596510805117,4.478836997592762,4.815514513832603,105.06668806019577,88.13319774479635,123.41778427831139,6.705269712462572,5.879108136669743,7.54904189804954,35.0,35.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.18,2061484420,structural,3458,3256,7.852121678562015,2571.1837592690167,297.8124128312412,False,3458,1144,100,1080.66,1067.9,1090.525,6.811861784349697,6.755875458405272,6.854492817506514,908.8882944076362,859.1094366446688,948.1347923163625,262.0136725544091,195.21263085371442,331.1105375464464,14.0,30.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.18,2061484420,orf_copy_number,3458,2128,5.861810994540853,351.35987901262786,10.300922432299268,False,3458,1144,100,754.32,730.0,784.525,5.169689980477673,5.020858732334795,5.340256248894677,176.53974344153414,151.55351114823574,208.56654748809189,10.305783375006472,8.93832085599337,12.174490205540135,26.0,26.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.2,1091403980,structural,3078,2946,7.833792441304249,2524.4852039621856,516.3551340745586,False,3078,1144,100,1097.49,1087.425,1107.525,6.885877038792702,6.844665246496943,6.927730694695798,978.552146382866,938.87920354311,1020.1764462008687,409.5816623155435,313.33967661491425,543.7322027158019,17.0,23.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.2,1091403980,orf_copy_number,3078,2026,5.96810728428814,390.765362632985,11.659550063995267,False,3078,1144,100,787.22,762.95,816.525,5.319479679624071,5.166344211396151,5.456931489345544,204.87857449992705,175.2798272339532,234.37894942158712,11.750072228671872,10.086509516748459,13.493452363520552,24.0,24.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.25,1135711084,structural,2217,2193,7.668881077325165,2140.6848438805014,1773.7600144352216,False,2217,1144,100,1132.12,1128.0,1136.525,7.013747535323604,7.000184225393452,7.0264410761852245,1111.8437422944912,1096.8352047139997,1126.017122640678,1010.7032887860717,924.2485875706212,1083.7969999999996,26.0,12.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.25,1135711084,orf_copy_number,2217,1698,6.445923125673168,630.1280959820992,25.24662656729143,False,2217,1144,100,896.41,878.475,916.5749999999999,5.943968273452317,5.84828661478176,6.038828310590964,381.97839010503776,346.6403801681535,419.4028101238684,25.312970402512384,21.986620666808268,29.03736938182975,14.0,13.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.3,4122858386,structural,1715,1706,7.4337422074543005,1692.1280338954468,1629.4875346260394,False,1715,1144,100,1138.16,1135.0,1141.0,7.030635303324787,7.022158679868117,7.037438988858904,1130.757161597681,1121.2043284878296,1138.4682401127916,1103.5183768845743,1060.5640194489463,1132.1245674740483,37.0,7.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,1.5,0.3,4122858386,orf_copy_number,1715,1444,6.6711951402720215,789.3384110806671,52.22438253520126,False,1715,1144,100,971.35,958.475,985.0,6.33218493497726,6.266692603604691,6.400103802268123,562.7349361948931,526.7324093698496,601.9075674109313,51.92832143498358,44.49931814495022,60.53855897892278,10.0,6.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.03,1713891987,structural,8402,2722,3.411878567954862,30.322153014157383,2.3729282308378608,False,8402,1144,100,397.09,376.0,430.525,2.740119844671786,2.5955932663980263,2.962267119499955,15.56645594574281,13.404641540494374,19.34177573658774,2.3688507969151806,2.231771447815485,2.593904047227551,85.0,86.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.03,1713891987,orf_copy_number,8402,1079,1.5132572078891586,4.541499336618727,1.4054748084239934,False,8402,1144,100,172.68,156.475,196.52499999999998,1.2297725649665225,1.1133116681520283,1.3974242096899492,3.4305650088618425,3.0444460711157446,4.0448115192827165,1.4023280882109943,1.3527138728945383,1.476140937254618,85.0,86.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.05,3032681791,structural,7391,3607,4.983727918692555,146.01771043378528,4.450053142191429,False,7391,1144,100,596.82,567.0,625.5749999999999,4.060129961000328,3.8632474057599184,4.23644987346094,58.310228235926225,47.62099231505702,69.16354057011428,4.484515640435007,4.006095641705805,4.961868170179113,76.0,75.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.05,3032681791,orf_copy_number,7391,1497,2.4090048836171705,11.12288706883525,1.803694975948864,False,7391,1144,100,282.77,257.425,312.62499999999994,2.0206854838816573,1.841574620502455,2.2459744408034337,7.5762495006818105,6.306569231661707,9.449681445727698,1.816370418718086,1.7064788561371653,1.9692390660078023,76.0,76.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.07,1316201356,structural,6597,4044,6.014730059877028,409.41530638056935,8.057674223812754,False,6597,1144,100,731.94,698.475,758.525,4.9048654048133695,4.703382296976706,5.068886238227543,135.56275484174662,110.32163225646843,159.00067209855874,7.962856193917292,6.794825508189635,9.089665167610946,68.0,68.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.07,1316201356,orf_copy_number,6597,1817,3.1619209722626627,23.61591790725677,2.2963342418155475,False,6597,1144,100,373.54,345.0,402.0,2.6558323795261707,2.462534959527813,2.848985134454517,14.317181486351714,11.73459156885205,17.27084736621277,2.3059704759125323,2.1386974211581524,2.4981294612254974,69.0,67.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.09,3674923251,structural,5881,4185,6.749321650286706,853.4796084661599,15.057264880984771,False,5881,1144,100,841.67,820.0,865.0,5.561888993903909,5.422410113851335,5.699334087649645,261.08573298189435,226.42440779726905,298.67077936289274,14.903904703771678,12.677232523054764,17.486390994393687,58.0,60.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.09,3674923251,orf_copy_number,5881,1974,3.76092502695355,42.9881728110173,2.888088390157498,False,5881,1144,100,449.15,421.95,477.525,3.186721078905499,2.9903471863229174,3.3792736396620113,24.346949922181153,19.892594638053076,29.34946985626327,2.8985348283992964,2.645556700867748,3.1714521688476847,61.0,60.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.1,1477168291,structural,5523,4213,7.088408484778075,1197.9996479110623,22.359569924946506,False,5523,1144,100,895.71,871.95,921.525,5.868679365863256,5.7283195331058545,6.011286493609958,354.636101068859,307.46207019366466,408.0305487634423,22.03411533068407,18.05721393830612,27.146999264886382,51.0,51.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.1,1477168291,orf_copy_number,5523,2027,4.074966326981457,58.84849894838736,3.314489543452008,False,5523,1144,100,489.59,466.95,514.0,3.474447593423372,3.308881118168254,3.6438987427931258,32.42198107674384,27.35798512425065,38.24349712639819,3.3265432594483433,3.0595860153148644,3.6184983375846675,55.0,55.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.12,2079310279,structural,4813,3927,7.325673278180571,1518.7961267959954,34.82820268793196,False,4813,1144,100,946.57,922.0,970.525,6.141836810807665,6.00234508552366,6.271200163616987,466.06913858891346,404.3822794501254,529.1390957027954,34.220272465849746,26.52105786755637,43.3734574745945,45.0,46.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.12,2079310279,orf_copy_number,4813,2081,4.586915253805441,98.19106798154236,4.256736595580079,False,4813,1144,100,557.89,531.95,585.675,3.9278892066715407,3.7755493365469013,4.099081431038407,50.98034076745742,43.621533441512405,60.28507459049769,4.224009377575272,3.8693228675646614,4.6486664378457245,47.0,47.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.15,1585545789,structural,4057,3596,7.666750644123997,2136.129112379793,90.9526648799492,False,4057,1144,100,1022.95,1004.425,1043.0,6.54172471626228,6.454821664985642,6.641175718781131,694.3413773209161,635.7816535929658,766.0002289600875,87.93994240038118,67.04623637210557,120.73479583588163,27.0,38.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.15,1585545789,orf_copy_number,4057,2123,5.187425332431443,179.0070753995655,6.053119466300864,False,4057,1144,100,650.25,628.0,676.525,4.5040349194230584,4.34508802118837,4.671248752479715,90.69752028380123,77.09949091753612,106.83730762200955,6.027077106804273,5.389827656360611,6.783540238728205,39.0,39.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.18,3604147398,structural,3407,3221,7.868606063889029,2613.9194108508086,356.9936644625557,False,3407,1144,100,1086.29,1071.0,1099.0,6.839205985556023,6.777478615656583,6.891336778232763,934.1541646474552,877.8525277212418,983.7155482037862,309.58199130738745,218.77900367769968,418.66154830454263,13.0,26.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.18,3604147398,orf_copy_number,3407,2051,5.694543738823723,297.24114304885893,9.038050033130656,False,3407,1144,100,736.7,716.475,760.05,5.042212312868309,4.918798210555462,5.189236095766937,155.23534409999326,136.83806583350534,179.3413682564667,9.129970068987046,8.198129372087834,10.402610995312576,29.0,28.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.2,780218145,structural,3060,2937,7.842344437738157,2546.1671723366635,570.3947368421054,False,3060,1144,100,1100.57,1092.0,1111.05,6.897997141780219,6.864580143975424,6.941573293607761,990.510569260227,957.7436409391016,1034.3963548303389,444.996721314289,353.90373174689,603.3366274509801,15.0,20.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.2,780218145,orf_copy_number,3060,2020,6.086901554008211,440.0558074610721,13.40798442064266,False,3060,1144,100,801.05,774.95,823.05,5.446629413539521,5.2995836703281665,5.555613361079996,232.5516672838031,200.25441040683452,258.68559492171124,13.592720207321225,11.501371208300407,15.185740865576875,19.0,21.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.25,1592633087,structural,2262,2238,7.688429106003339,2182.942695808897,1787.7861635220129,False,2262,1144,100,1132.63,1128.0,1137.0,7.014878804037129,7.000184225393452,7.0277446226972256,1113.1028698581688,1096.8352047139997,1127.4848367157053,1016.179289030312,924.2485875706212,1090.613333333333,24.0,11.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.25,1592633087,orf_copy_number,2262,1739,6.503869459639967,667.7203576661698,27.1175298382481,False,2262,1144,100,899.06,880.95,920.0,5.971973052961584,5.866016338205396,6.08831007188028,392.8899497086552,352.87446935997764,440.68902769851405,26.657912098487383,22.607269994231505,32.086707142607914,12.0,12.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.3,2700327069,structural,1707,1701,7.434513009236511,1693.432832005454,1666.0085763293307,False,1707,1144,100,1140.4,1138.0,1143.0,7.035969883465606,7.0303793790696485,7.041074376169533,1136.8015506267955,1130.4594014800155,1142.61454525252,1126.0658368517247,1103.4873524451937,1142.0034904013958,36.0,2.0
partial_hic_fallback,partially Hi-C-informed sampling with distance-based fallback,2.0,0.3,2700327069,orf_copy_number,1707,1448,6.725050819649814,833.0143089662109,60.39691159705668,False,1707,1144,100,978.96,969.0,992.05,6.382494908777755,6.326876343960148,6.4362826833850795,591.6441968156925,559.4069265719351,624.0846458979796,58.994934914514836,50.95201012641269,67.44909737405577,8.0,5.0
