scope,model_key,alpha,p_event,precursor_event_type,n_precursor_events,n_trajectories,same_chromosome_fraction,final_pair_activation_fraction,proposal_probability_increase_fraction,final_pair_lethal_hazard_increase_fraction,hazard_increase_ci_low_event_level,hazard_increase_ci_high_event_level,median_proposal_log2_ratio_when_nonzero,median_distance_change_when_observable,n_total_hazard_sampled,total_lethal_hazard_increase_fraction_sample,median_total_hazard_log2_ratio_nonzero_sample
scenario,partial_hic_fallback,0.5,0.03,inversion,236,208,0.6694915254237288,0.0,0.0423728813559322,0.0423728813559322,0.023176352195936934,0.07622872538290668,0.0,0.0,50,0.58,0.00081300676152805
scenario,partial_hic_fallback,0.5,0.05,duplication,181,172,0.6464088397790055,0.08839779005524862,0.08839779005524862,0.08839779005524862,0.055144023951642356,0.13875976283605126,-0.09834431168912075,0.0,50,0.06,-0.050475664561917696
scenario,partial_hic_fallback,0.5,0.05,inversion,562,499,0.6548042704626335,0.0,0.05871886120996441,0.06227758007117438,0.04511722891239606,0.0853812661512067,0.0,0.0,50,0.64,0.00137876175154735
scenario,partial_hic_fallback,0.5,0.07,duplication,305,285,0.6721311475409836,0.06885245901639345,0.06885245901639345,0.06885245901639345,0.045471502547842074,0.10295888952367241,-0.08132260592175386,0.0,50,0.12,-0.01191497779664765
scenario,partial_hic_fallback,0.5,0.07,inversion,931,789,0.6723952738990333,0.0,0.06659505907626208,0.06659505907626208,0.052294939097752874,0.08445708191548565,0.0,0.0,50,0.6,0.0004261409704398
scenario,partial_hic_fallback,0.5,0.09,duplication,509,484,0.6836935166994106,0.08644400785854617,0.08644400785854617,0.08644400785854617,0.06502371574561552,0.11405981434161333,-0.0803157434035656,0.0,50,0.08,-0.05293429237722905
scenario,partial_hic_fallback,0.5,0.09,inversion,1446,1182,0.6839557399723375,0.0,0.056016597510373446,0.059474412171507604,0.04841165300577478,0.07287157955106224,0.0,0.0,50,0.7,0.0008876065158921501
scenario,partial_hic_fallback,0.5,0.1,duplication,615,570,0.6715447154471544,0.08943089430894309,0.08943089430894309,0.08617886178861789,0.06648890091781381,0.11100641271229655,-0.0803157434035656,0.0,50,0.06,-0.06380041459384075
scenario,partial_hic_fallback,0.5,0.1,inversion,1742,1375,0.642939150401837,0.0,0.0539609644087256,0.0574052812858783,0.04742427935152395,0.0693340080581403,0.0,0.0,50,0.7,0.0011995240163126001
scenario,partial_hic_fallback,0.5,0.12,duplication,825,735,0.6496969696969697,0.09090909090909091,0.09090909090909091,0.08848484848484849,0.07096395299582865,0.10982026963933493,-0.067049251066388,0.0,50,0.06,-0.04873685534603085
scenario,partial_hic_fallback,0.5,0.12,inversion,2337,1797,0.6846384253316218,0.0,0.06375695335900727,0.06632434745400086,0.056930106940972065,0.07714196258688313,0.0,0.0,50,0.64,0.00150218772082405
scenario,partial_hic_fallback,0.5,0.15,duplication,1141,1007,0.684487291849255,0.09553023663453111,0.09553023663453111,0.09290096406660824,0.07739595326088743,0.11113797618208827,-0.0733062915870224,0.0,50,0.04,-0.040232720647873255
scenario,partial_hic_fallback,0.5,0.15,inversion,3041,2216,0.6724761591581716,0.0,0.0654390003288392,0.06806971390989806,0.059651954061622756,0.07757734489259256,0.0,0.0,50,0.64,0.0011271136244893499
scenario,partial_hic_fallback,0.5,0.18,duplication,1439,1257,0.6587908269631688,0.09312022237665045,0.09312022237665045,0.09034051424600417,0.0765992975664454,0.10626310717506021,-0.0714767655415291,0.0,50,0.12,-0.02424286193039785
scenario,partial_hic_fallback,0.5,0.18,inversion,4313,2956,0.6807326686760955,0.0,0.06005100857871551,0.06329700904242987,0.056411538196261726,0.07095970396441374,0.0,0.0,50,0.64,0.0010142125410872
scenario,partial_hic_fallback,0.5,0.2,duplication,1654,1420,0.6777509068923822,0.09371221281741234,0.09371221281741234,0.08645707376058041,0.07385317664766311,0.10097744860818789,-0.0670492510663878,0.0,50,0.16,-0.0505512893965053
scenario,partial_hic_fallback,0.5,0.2,inversion,4688,3156,0.6793941979522184,0.0,0.059726962457337884,0.06228668941979522,0.05572051911457405,0.06956961781354999,0.0,0.0,50,0.6,0.00032803445053075
scenario,partial_hic_fallback,0.5,0.25,duplication,2177,1801,0.6554892053284336,0.0891134588883785,0.0891134588883785,0.08084519981626091,0.070118895338835,0.09304815074855827,-0.067234025598119,0.0,50,0.08,-0.0406592366306827
scenario,partial_hic_fallback,0.5,0.25,inversion,5890,3691,0.6794567062818336,0.0,0.054838709677419356,0.057724957555178265,0.05205210090502023,0.06397434188252038,0.0,0.0,50,0.54,0.0005016789093392
scenario,partial_hic_fallback,0.5,0.3,duplication,2502,2015,0.6654676258992805,0.09272581934452438,0.09272581934452438,0.08713029576338929,0.0767027822688517,0.0988236690445101,-0.07098112131383325,0.0,50,0.08,-0.02824838698788265
scenario,partial_hic_fallback,0.5,0.3,inversion,7279,4279,0.6803132298392637,0.0,0.05907404863305399,0.06168429729358428,0.056385313668155045,0.06744567509082978,0.0,0.0,50,0.64,0.00084990171777805
scenario,partial_hic_fallback,1.0,0.03,duplication,72,70,0.7916666666666666,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.002455951882905767,0.07456602147476155,-0.0160230923983549,0.0,50,0.04,-0.02017404228991895
scenario,partial_hic_fallback,1.0,0.03,inversion,197,181,0.7715736040609137,0.0,0.03553299492385787,0.04568527918781726,0.024218569045282967,0.08453118286820814,0.0,0.0,50,0.72,0.00319407970041185
scenario,partial_hic_fallback,1.0,0.05,duplication,170,163,0.7352941176470589,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.01627414845222118,0.07485174825941153,-0.0189303032279915,0.0,50,0.02,-0.01688738361599385
scenario,partial_hic_fallback,1.0,0.05,inversion,512,457,0.779296875,0.0,0.03515625,0.03515625,0.022351806085305896,0.05488405415706165,0.0,0.0,50,0.5,3.429978091132015e-05
scenario,partial_hic_fallback,1.0,0.07,duplication,291,273,0.7491408934707904,0.024054982817869417,0.024054982817869417,0.020618556701030927,0.009483105301703897,0.044245630419713085,-0.014294200552832,0.0,50,0.0,-0.01108922533537295
scenario,partial_hic_fallback,1.0,0.07,inversion,875,731,0.768,0.0,0.03542857142857143,0.036571428571428574,0.026022810729524972,0.05117138412756528,0.0,0.0,50,0.52,0.0014687245423997
scenario,partial_hic_fallback,1.0,0.09,duplication,495,459,0.7575757575757576,0.014141414141414142,0.014141414141414142,0.012121212121212121,0.005566777501760262,0.026189722565705564,-0.0163929962029777,0.0,50,0.0,-0.01514492926753305
scenario,partial_hic_fallback,1.0,0.09,inversion,1388,1135,0.7334293948126801,0.0,0.03314121037463977,0.03674351585014409,0.02805615222380044,0.0479880395553218,0.0,0.0,50,0.56,0.0013049349119194499
scenario,partial_hic_fallback,1.0,0.1,duplication,609,563,0.7175697865353038,0.016420361247947456,0.016420361247947456,0.016420361247947456,0.008943218958569152,0.029959923897615606,-0.0160765484699323,0.0,50,0.04,-0.0160203145924581
scenario,partial_hic_fallback,1.0,0.1,inversion,1583,1295,0.7605811749842072,0.0,0.02969046114971573,0.032849020846494,0.025137495044229324,0.04282232426931416,0.0,0.0,50,0.46,0.0
scenario,partial_hic_fallback,1.0,0.12,duplication,776,702,0.7268041237113402,0.019329896907216496,0.019329896907216496,0.019329896907216496,0.011748593340391343,0.031646712766917266,-0.0160765484699323,0.0,50,0.06,-0.01358995001194225
scenario,partial_hic_fallback,1.0,0.12,inversion,2107,1649,0.7588989084005695,0.0,0.025628856193640248,0.026578073089700997,0.020524047921600612,0.03435523177826542,0.0,0.0,50,0.6,0.001454343422658
scenario,partial_hic_fallback,1.0,0.15,duplication,1074,964,0.7569832402234636,0.0260707635009311,0.0260707635009311,0.025139664804469275,0.017334170523409777,0.03632999162895407,-0.0175923447408894,0.0,50,0.0,-0.04246664397625085
scenario,partial_hic_fallback,1.0,0.15,inversion,3056,2242,0.7509816753926701,0.0,0.031413612565445025,0.03599476439790576,0.029951426055719193,0.04320316768161965,0.0,0.0,50,0.6,0.0024163498138824
scenario,partial_hic_fallback,1.0,0.18,duplication,1433,1253,0.7662247034193999,0.025819958129797628,0.025819958129797628,0.023028611304954642,0.016444023655586094,0.03216360691627769,-0.0164335352233813,0.0,50,0.06,-0.0173916648031283
scenario,partial_hic_fallback,1.0,0.18,inversion,3915,2695,0.7481481481481481,0.0,0.02554278416347382,0.02937420178799489,0.024528822496074437,0.03514224643537056,0.0,0.0,50,0.56,0.00043421372199745
scenario,partial_hic_fallback,1.0,0.2,duplication,1671,1398,0.7552363853979653,0.023937761819269897,0.023937761819269897,0.022142429682824656,0.0161066134966347,0.03037029833925013,-0.0160765484699323,0.0,50,0.06,-0.017807959575828397
scenario,partial_hic_fallback,1.0,0.2,inversion,4551,3027,0.7640079103493738,0.0,0.02944407822456603,0.03471764447374204,0.029779238922775886,0.040440869002452556,0.0,0.0,50,0.44,0.0
scenario,partial_hic_fallback,1.0,0.25,duplication,2189,1808,0.7396071265417999,0.02466879853814527,0.02466879853814527,0.02284148012791229,0.017368741865463014,0.029986008019893436,-0.0164391543685689,0.0,50,0.0,-0.0319319949343796
scenario,partial_hic_fallback,1.0,0.25,inversion,5955,3703,0.7586901763224181,0.0,0.0329135180520571,0.036943744752308987,0.03244376131088675,0.042040760871472876,0.0,0.0,50,0.56,0.00116455259408505
scenario,partial_hic_fallback,1.0,0.3,duplication,2585,2085,0.7485493230174082,0.017408123791102514,0.017408123791102514,0.015087040618955513,0.011056113967275797,0.020557045865994068,-0.016197691014152,0.0,50,0.04,-0.00516956667037275
scenario,partial_hic_fallback,1.0,0.3,inversion,7270,4184,0.7500687757909216,0.0,0.027922971114167812,0.03218707015130674,0.028370570307162307,0.03649769242470011,0.0,0.0,50,0.44,0.0
scenario,partial_hic_fallback,1.5,0.03,duplication,65,63,0.8923076923076924,0.0,0.0,0.0,0.0,0.05580153132285689,-0.0042590064801232,0.0,50,0.0,-0.0105821376814598
scenario,partial_hic_fallback,1.5,0.03,inversion,198,179,0.898989898989899,0.0,0.020202020202020204,0.025252525252525252,0.010833526286184784,0.05774236937750138,0.0,0.0,50,0.54,0.00103587168263655
scenario,partial_hic_fallback,1.5,0.05,duplication,148,142,0.8175675675675675,0.0,0.0,0.0,-1.734723475976807e-18,0.025299143267784395,-0.004967977975409901,0.0,50,0.0,-0.00988619943584925
scenario,partial_hic_fallback,1.5,0.05,inversion,502,447,0.850597609561753,0.0,0.035856573705179286,0.0398406374501992,0.025936461915956652,0.060733893105762965,0.0,0.0,50,0.64,0.0046609861981664
scenario,partial_hic_fallback,1.5,0.07,duplication,308,282,0.8376623376623377,0.0,0.0,0.0,0.0,0.012318627661702055,-0.0054101595511718,0.0,50,0.0,-0.0111496614950029
scenario,partial_hic_fallback,1.5,0.07,inversion,920,787,0.8478260869565217,0.0,0.029347826086956522,0.03260869565217391,0.02293550131860511,0.04616884360026148,0.0,0.0,50,0.54,0.0002339514464824
scenario,partial_hic_fallback,1.5,0.09,duplication,476,440,0.8550420168067226,0.004201680672268907,0.004201680672268907,0.004201680672268907,0.0011530096330789642,0.015188760500677446,-0.0051813907959996994,0.0,50,0.0,-0.00914077983920225
scenario,partial_hic_fallback,1.5,0.09,inversion,1332,1090,0.8708708708708709,0.0,0.02702702702702703,0.03153153153153153,0.02341136110578576,0.04234603715481486,0.0,0.0,50,0.58,0.00156581650301875
scenario,partial_hic_fallback,1.5,0.1,duplication,587,536,0.8603066439522998,0.0034071550255536627,0.0034071550255536627,0.0034071550255536627,0.0009348626068385246,0.01233681747523543,-0.0063851781456784,0.0,50,0.0,-0.0248601366898097
scenario,partial_hic_fallback,1.5,0.1,inversion,1596,1279,0.8771929824561403,0.0,0.020050125313283207,0.023809523809523808,0.01739538855733966,0.03251046828896835,0.0,0.0,50,0.56,0.0016356291520869
scenario,partial_hic_fallback,1.5,0.12,duplication,726,662,0.8677685950413223,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.00075579662964199,0.009988261173493305,-0.0049679779754098,0.0,50,0.0,-0.019706623764625
scenario,partial_hic_fallback,1.5,0.12,inversion,2161,1634,0.8695048588616381,0.0,0.031004164738546967,0.03424340583063397,0.027364921176987248,0.04277483811208807,0.0,0.0,50,0.62,0.00242906579696885
scenario,partial_hic_fallback,1.5,0.15,duplication,1018,896,0.8673870333988212,0.003929273084479371,0.003929273084479371,0.003929273084479371,0.0015290464238429148,0.010059305877266826,-0.0056767019777767,0.0,50,0.0,-0.01409950146318065
scenario,partial_hic_fallback,1.5,0.15,inversion,2997,2165,0.8745412078745413,0.0,0.03203203203203203,0.037037037037037035,0.030846816680573264,0.0444125603707715,0.0,0.0,50,0.6,0.00259549662157905
scenario,partial_hic_fallback,1.5,0.18,duplication,1353,1180,0.8499630450849963,0.003695491500369549,0.003695491500369549,0.003695491500369549,0.0015794946460657815,0.008621740531936888,-0.0056767019777768,0.0,50,0.0,-0.0063204678265494
scenario,partial_hic_fallback,1.5,0.18,inversion,3876,2685,0.8722910216718266,0.0,0.02476780185758514,0.02863777089783282,0.023835669244485894,0.0343732707902289,0.0,0.0,50,0.5,0.00017241449260955
scenario,partial_hic_fallback,1.5,0.2,duplication,1635,1410,0.8740061162079511,0.0030581039755351682,0.0030581039755351682,0.0024464831804281344,0.0009517881653048439,0.00627371785113143,-0.0056997364421012,0.0,50,0.0,-0.00333074233533315
scenario,partial_hic_fallback,1.5,0.2,inversion,4522,2945,0.8686421937195931,0.0,0.0254312251216276,0.029854046881910658,0.025278928653356604,0.03522726921333788,0.0,0.0,50,0.62,0.0031850820632326002
scenario,partial_hic_fallback,1.5,0.25,duplication,2166,1781,0.8550323176361958,0.007386888273314866,0.007386888273314866,0.007386888273314866,0.004552033220078558,0.011965974892907684,-0.0056767019777768,0.0,50,0.0,-0.0084475541223431
scenario,partial_hic_fallback,1.5,0.25,inversion,5954,3665,0.8768894860597918,0.0,0.024521330198186093,0.029224051058112193,0.025239895174003782,0.03381529473874328,0.0,0.0,50,0.54,0.0006004988493003
scenario,partial_hic_fallback,1.5,0.3,duplication,2610,2075,0.8597701149425288,0.0053639846743295016,0.0053639846743295016,0.004980842911877395,0.002913186163930906,0.008503519589201463,-0.0056767019777768,0.0,50,0.0,-0.0111930835482947
scenario,partial_hic_fallback,1.5,0.3,inversion,7148,4142,0.8641578063794069,0.0,0.02630106323447118,0.030358142137660884,0.026626076602667914,0.0345947238501559,0.0,0.0,50,0.62,0.00417676327308655
scenario,partial_hic_fallback,2.0,0.03,duplication,52,51,0.9038461538461539,0.0,0.0,0.0,0.0,0.06879223612386234,-0.00248018463390805,0.0,50,0.0,-0.01299125679868555
scenario,partial_hic_fallback,2.0,0.03,inversion,164,149,0.9146341463414634,0.0,0.024390243902439025,0.024390243902439025,0.009524838224461082,0.06102661493792126,0.0,0.0,50,0.58,0.00273722288759385
scenario,partial_hic_fallback,2.0,0.05,duplication,133,129,0.9022556390977443,0.0,0.0,0.0,0.0,0.02807233168807166,-0.0020629475767795,0.0,50,0.0,-0.0054939530283302
scenario,partial_hic_fallback,2.0,0.05,inversion,446,405,0.9260089686098655,0.0,0.03139013452914798,0.04035874439461883,0.025678940418443368,0.06288883838332077,0.0,0.0,50,0.7,0.00333653729830195
scenario,partial_hic_fallback,2.0,0.07,duplication,260,244,0.9615384615384616,0.0,0.0,0.0,0.0,0.014559724001923326,-0.002749996934919,0.0,50,0.0,-0.0108362237677772
scenario,partial_hic_fallback,2.0,0.07,inversion,866,739,0.9295612009237876,0.0,0.026558891454965358,0.03464203233256351,0.02437190099375533,0.049022460902087756,0.0,0.0,50,0.6,0.0028188479050899997
scenario,partial_hic_fallback,2.0,0.09,duplication,460,427,0.9217391304347826,0.0,0.0,0.0,0.0,0.008281835846370746,-0.0030934090782289,0.0,50,0.0,-0.0088845609685154
scenario,partial_hic_fallback,2.0,0.09,inversion,1288,1058,0.9239130434782609,0.0,0.021739130434782608,0.02562111801242236,0.01830101885700943,0.035762471940422876,0.0,0.0,50,0.48,0.0
scenario,partial_hic_fallback,2.0,0.1,duplication,558,528,0.9265232974910395,0.0035842293906810036,0.0035842293906810036,0.0035842293906810036,0.0009834759042729718,0.012973235010498884,-0.002749996934919,0.0,50,0.0,-0.0150821346931258
scenario,partial_hic_fallback,2.0,0.1,inversion,1651,1304,0.93519079345851,0.0,0.027256208358570563,0.031496062992125984,0.024098738815741625,0.04106850620696058,0.0,0.0,50,0.56,0.0025213888948248
scenario,partial_hic_fallback,2.0,0.12,duplication,735,661,0.9115646258503401,0.0013605442176870747,0.0013605442176870747,0.0,0.0,0.005199300573665277,-0.00280447744879015,0.0,50,0.0,-0.011155125066312149
scenario,partial_hic_fallback,2.0,0.12,inversion,2206,1674,0.9347234814143246,0.0,0.028558476881233003,0.03218495013599275,0.025594858050839133,0.040401486727000266,0.0,0.0,50,0.54,0.00037840096051615
scenario,partial_hic_fallback,2.0,0.15,duplication,1124,996,0.9314946619217082,0.0017793594306049821,0.0017793594306049821,0.0017793594306049821,0.00048810023378277135,0.006464524853162868,-0.0027499969349192,0.0,50,0.0,-0.01810905980960425
scenario,partial_hic_fallback,2.0,0.15,inversion,2980,2181,0.9228187919463087,0.0,0.025503355704697986,0.03120805369127517,0.025543550712744997,0.038079621443233194,0.0,0.0,50,0.68,0.0047915260424886506
scenario,partial_hic_fallback,2.0,0.18,duplication,1370,1186,0.9313868613138686,0.00145985401459854,0.00145985401459854,0.00072992700729927,0.0001288616625671709,0.004123054585256967,-0.002801569674615,0.0,50,0.0,-0.020475998629709002
scenario,partial_hic_fallback,2.0,0.18,inversion,3874,2662,0.9380485286525555,0.0,0.032782653588022716,0.03923593185338152,0.03356447472837964,0.045820271164329705,0.0,0.0,50,0.58,0.00273840148888465
scenario,partial_hic_fallback,2.0,0.2,duplication,1598,1356,0.928035043804756,0.0012515644555694619,0.0012515644555694619,0.0006257822277847309,0.00011047447154178321,0.0035362402445292553,-0.002749996934919,0.0,50,0.0,-0.01978671199959775
scenario,partial_hic_fallback,2.0,0.2,inversion,4479,2981,0.926992632283992,0.0,0.02567537396740344,0.03036392051797276,0.02572736498403924,0.03580536182652702,0.0,0.0,50,0.6,0.0042958013220065
scenario,partial_hic_fallback,2.0,0.25,duplication,2186,1807,0.9199451052150046,0.0009149130832570906,0.0009149130832570906,0.0009149130832570906,0.0002509380335941481,0.0033298959985266175,-0.002749996934919,0.0,50,0.0,-0.008283676124656851
scenario,partial_hic_fallback,2.0,0.25,inversion,5944,3623,0.9286675639300135,0.0,0.02725437415881561,0.03263795423956931,0.028414033580358128,0.0374655735903391,0.0,0.0,50,0.54,0.001818140469133
scenario,partial_hic_fallback,2.0,0.3,duplication,2648,2093,0.9324018126888217,0.0011329305135951663,0.0011329305135951663,0.0011329305135951663,0.0003853717477175836,0.003325807436075229,-0.0030918119993706,0.0,50,0.0,-0.0161256025818379
scenario,partial_hic_fallback,2.0,0.3,inversion,7120,4145,0.9349719101123596,0.0,0.028370786516853933,0.032724719101123595,0.02883755183473321,0.037115833222557675,0.0,0.0,50,0.64,0.0031288216545471
overall,ALL,,,duplication,86890,74133,0.6539878006675106,0.03955576015651974,0.03955576015651974,0.03763378984923466,0.036388709272945186,0.03891975159101424,-0.0150654937125064,0.0,4385,0.03329532497149373,-0.0138793597580141
overall,ALL,,,inversion,241208,162430,0.661234287419986,0.0,0.03404530529667341,0.03663228416967928,0.03588994573974363,0.037389381477026896,0.0,0.0,4400,0.41659090909090907,0.0
